Crop,State,Land_Area,Yield_per_Acre,Predicted_Price,Cultivation_Cost,Production,Revenue,Profit,Loan_Amount,Interest_Rate,Tenure,EMI,Profit_Margin,Debt_to_Profit_Ratio,Risk
Wheat,Haryana,4.53,2.47,22184.28,92733.38,11.19,248242.09,155508.71,55729.16,10.55,12,4913.75,62.64,0.36,SAFE
Rice,Bihar,9.82,3.75,28898.17,50074.63,36.83,1064319.6,1014244.97,32132.73,8.6,9,3699.46,95.3,0.03,SAFE
Rice,Punjab,3.18,1.79,28585.49,155639.88,5.69,162651.44,7011.56,167835.96,9.12,6,28721.43,4.31,23.94,RISKY
Rice,Uttar Pradesh,1.48,3.26,20824.06,209103.03,4.82,100371.97,-108731.06,48473.89,9.46,6,8303.35,-108.33,999.0,RISKY
Wheat,Uttar Pradesh,8.35,2.6,25193.99,132471.53,21.71,546961.52,414489.99,272363.75,7.35,12,23610.72,75.78,0.66,SAFE
Wheat,Haryana,3.62,3.57,29768.26,241137.46,12.92,384605.92,143468.46,95649.63,10.11,9,11080.44,37.3,0.67,SAFE
Rice,Bihar,3.59,2.55,24057.53,104905.61,9.15,220126.4,115220.79,36485.29,11.87,6,6293.13,52.34,0.32,MODERATE
Wheat,Haryana,7.11,3.73,25556.33,212548.54,26.52,677753.87,465205.33,107187.25,10.75,6,18428.83,68.64,0.23,SAFE
Rice,Bihar,2.15,2.86,20412.19,113178.17,6.15,125534.97,12356.8,184721.52,8.49,6,31553.76,9.84,14.95,RISKY
Rice,Haryana,1.98,3.2,22588.2,87178.29,6.34,143209.19,56030.9,32554.56,8.53,12,2839.85,39.13,0.58,MODERATE
Rice,Bihar,6.17,1.94,29135.16,71370.9,11.97,348747.87,277376.97,68266.01,7.57,12,5924.79,79.54,0.25,SAFE
Rice,Haryana,9.68,3.35,29699.04,141594.28,32.43,963139.87,821545.59,128093.89,7.07,6,21791.37,85.3,0.16,SAFE
Wheat,Bihar,9.9,2.23,23375.13,209429.56,22.08,516122.87,306693.31,112375.77,8.78,9,12947.42,59.42,0.37,SAFE
Wheat,Punjab,9.3,1.89,24578.59,156188.73,17.58,432091.61,275902.88,265188.34,10.52,12,23378.45,63.85,0.96,SAFE
Rice,Haryana,1.29,2.38,19252.69,155778.08,3.07,59105.76,-96672.32,144735.36,8.63,9,16665.5,-163.56,999.0,RISKY
Rice,Haryana,2.38,3.52,28622.65,224831.06,8.38,239857.81,15026.75,57506.95,7.89,9,6601.56,6.26,3.83,RISKY
Wheat,Madhya Pradesh,6.53,3.26,27819.74,201616.12,21.29,592282.26,390666.14,129711.16,11.01,12,11464.69,65.96,0.33,SAFE
Wheat,Uttar Pradesh,5.07,1.92,29797.41,197368.98,9.73,289928.8,92559.82,202400.82,8.23,12,17628.06,31.93,2.19,MODERATE
Wheat,Bihar,1.95,3.58,24371.08,214630.02,6.98,170110.14,-44519.88,192979.46,9.11,12,16886.18,-26.17,999.0,RISKY
Wheat,Madhya Pradesh,9.05,2.14,18609.76,118211.78,19.37,360471.05,242259.27,215050.33,10.99,6,36999.33,67.21,0.89,SAFE
Rice,Bihar,7.55,3.65,25395.28,234113.97,27.56,699893.92,465779.95,112626.19,11.03,12,9955.67,66.55,0.24,SAFE
Rice,Uttar Pradesh,1.9,3.66,28432.53,153361.25,6.95,197606.08,44244.83,91029.44,11.36,12,8060.63,22.39,2.06,RISKY
Wheat,Punjab,4.17,1.92,26362.72,165526.98,8.01,211165.39,45638.41,277404.82,11.93,12,24638.0,21.61,6.08,RISKY
Rice,Bihar,6.68,1.65,24629.63,228176.64,11.02,271418.52,43241.88,61164.76,10.94,9,7109.62,15.93,1.41,RISKY
Wheat,Bihar,8.96,1.55,29276.79,98745.93,13.89,406654.61,307908.68,158211.34,8.98,6,27063.48,75.72,0.51,SAFE
Rice,Haryana,9.23,2.74,28785.24,94179.13,25.29,727978.72,633799.59,178040.33,8.35,12,15516.28,87.06,0.28,SAFE
Rice,Uttar Pradesh,5.97,3.35,19130.02,115526.05,20.0,382600.4,267074.35,70302.03,10.64,12,6201.61,69.81,0.26,SAFE
Rice,Punjab,5.08,2.94,26299.7,167447.78,14.94,392917.52,225469.74,220268.14,7.28,12,19087.53,57.38,0.98,SAFE
Wheat,Haryana,5.87,3.31,26981.11,95646.76,19.43,524242.97,428596.21,127463.96,7.92,9,14634.13,81.76,0.3,SAFE
Rice,Madhya Pradesh,4.27,2.33,27978.19,166175.46,9.95,278382.99,112207.53,65292.34,10.1,6,11204.86,40.31,0.58,MODERATE
Wheat,Madhya Pradesh,9.65,2.58,28328.47,132118.67,24.9,705378.9,573260.23,187251.18,11.9,6,32300.63,81.27,0.33,SAFE
Wheat,Punjab,9.05,2.81,21887.17,92209.59,25.43,556590.73,464381.14,205502.35,7.6,12,17838.34,83.43,0.44,SAFE
Wheat,Haryana,1.3,3.81,24993.3,118339.43,4.95,123716.84,5377.41,53536.31,11.58,12,4746.12,4.35,9.96,RISKY
Wheat,Bihar,3.42,2.23,23391.53,225105.77,7.63,178477.37,-46628.4,250806.24,8.86,9,28906.22,-26.13,999.0,RISKY
Rice,Uttar Pradesh,9.24,2.66,26719.84,184298.88,24.58,656773.67,472474.79,176330.79,9.03,6,30167.32,71.94,0.37,SAFE
Rice,Punjab,1.55,2.9,25192.21,178058.19,4.5,113364.94,-64693.25,57898.11,8.64,12,5053.61,-57.07,999.0,RISKY
Wheat,Uttar Pradesh,3.25,2.36,18403.39,119328.92,7.67,141154.0,21825.08,298079.47,9.55,12,26143.58,15.46,13.66,RISKY
Rice,Punjab,7.42,3.71,18407.88,229322.46,27.53,506768.94,277446.48,242666.24,7.26,6,41305.09,54.75,0.87,SAFE
Wheat,Haryana,6.38,2.68,22816.6,127379.8,17.1,390163.86,262784.06,256497.66,7.53,12,22256.63,67.35,0.98,SAFE
Rice,Haryana,4.16,3.92,28102.07,146710.43,16.31,458344.76,311634.33,169321.56,11.28,9,19708.77,67.99,0.54,SAFE
Wheat,Uttar Pradesh,8.79,3.1,28836.38,178185.22,27.25,785791.35,607606.13,175714.78,7.56,12,15249.43,77.32,0.29,SAFE
Wheat,Bihar,3.63,2.93,19842.29,243697.13,10.64,211121.97,-32575.16,264443.59,9.37,9,30541.66,-15.43,999.0,RISKY
Wheat,Uttar Pradesh,1.33,3.53,25545.08,165986.82,4.69,119806.43,-46180.39,244687.58,11.28,9,28481.26,-38.55,999.0,RISKY
Wheat,Bihar,9.41,1.93,24025.73,119104.4,18.16,436307.26,317202.86,229597.9,7.51,12,19920.38,72.7,0.72,SAFE
Rice,Bihar,5.76,2.44,20312.37,178947.25,14.05,285388.8,106441.55,182512.16,10.31,6,31339.93,37.3,1.71,MODERATE
Rice,Bihar,1.02,3.33,19630.25,57805.97,3.4,66742.85,8936.88,121853.32,9.84,9,14100.41,13.39,13.63,RISKY
Rice,Punjab,9.17,3.53,28543.9,100888.43,32.37,923966.04,823077.61,284614.96,9.3,12,24929.61,89.08,0.35,SAFE
Wheat,Haryana,2.18,3.09,18499.16,236923.22,6.74,124684.34,-112238.88,282245.91,11.56,12,25019.15,-90.02,999.0,RISKY
Rice,Haryana,8.61,2.97,27816.0,193808.76,25.57,711255.12,517446.36,40527.52,9.82,6,6949.36,72.75,0.08,SAFE
Rice,Madhya Pradesh,7.69,2.77,24342.94,75798.85,21.3,518504.62,442705.77,96769.87,7.92,9,11110.14,85.38,0.22,SAFE
Rice,Bihar,3.14,3.72,21128.24,86052.22,11.68,246777.84,160725.62,65832.79,7.01,6,11197.55,65.13,0.41,SAFE
Rice,Uttar Pradesh,5.8,2.93,29302.52,230717.88,16.99,497849.81,267131.93,114983.96,7.97,9,13204.01,53.66,0.43,SAFE
Rice,Punjab,8.81,1.5,18793.25,207465.07,13.21,248258.83,40793.76,53582.22,10.91,6,9216.68,16.43,1.31,RISKY
Rice,Bihar,7.85,2.75,22336.12,137934.36,21.59,482236.83,344302.47,286263.3,8.81,9,32986.0,71.4,0.83,SAFE
Wheat,Bihar,9.14,1.67,27860.88,196909.61,15.26,425157.03,228247.42,139185.45,7.78,12,12093.37,53.69,0.61,SAFE
Wheat,Bihar,8.2,3.68,25547.77,208671.7,30.18,771031.7,562360.0,296947.31,10.1,9,34398.16,72.94,0.53,SAFE
Rice,Madhya Pradesh,1.13,1.58,27453.35,120180.3,1.79,49141.5,-71038.8,157479.24,8.83,9,18147.76,-144.56,999.0,RISKY
Wheat,Uttar Pradesh,2.27,3.87,26437.19,156425.24,8.78,232118.53,75693.29,235929.61,8.95,12,20626.92,32.61,3.12,MODERATE
Wheat,Punjab,2.25,3.5,25621.64,208765.82,7.88,201898.52,-6867.3,297773.01,8.3,6,50837.17,-3.4,999.0,RISKY
Wheat,Bihar,6.25,3.2,28609.44,50120.46,20.0,572188.8,522068.34,40746.13,8.21,6,6954.56,91.24,0.08,SAFE
Rice,Uttar Pradesh,8.55,2.19,18055.07,232962.7,18.72,337990.91,105028.21,124130.18,10.73,12,10955.2,31.07,1.18,MODERATE
Rice,Punjab,1.2,3.67,28428.04,190842.88,4.4,125083.38,-65759.5,61538.73,9.63,6,10546.45,-52.57,999.0,RISKY
Rice,Madhya Pradesh,6.07,2.95,20072.41,128093.31,17.91,359496.86,231403.55,52769.67,9.99,12,4639.05,64.37,0.23,SAFE
Rice,Madhya Pradesh,4.88,3.19,23889.01,94128.59,15.57,371951.89,277823.3,90007.39,11.31,9,10478.0,74.69,0.32,SAFE
Wheat,Bihar,3.84,3.23,25287.74,187159.51,12.4,313567.98,126408.47,259467.18,9.03,6,44390.6,40.31,2.05,MODERATE
Rice,Punjab,3.19,3.24,19051.5,87008.12,10.34,196992.51,109984.39,41423.21,9.36,12,3629.44,55.83,0.38,MODERATE
Wheat,Bihar,8.67,3.66,25188.16,165326.62,31.73,799220.32,633893.7,93897.52,9.3,9,10841.5,79.31,0.15,SAFE
Rice,Bihar,4.84,2.56,27691.13,127246.42,12.39,343093.1,215846.68,292249.02,9.54,6,50072.42,62.91,1.35,SAFE
Rice,Uttar Pradesh,1.78,1.78,23337.45,80664.41,3.17,73979.72,-6684.69,71255.0,8.42,9,8197.57,-9.04,999.0,RISKY
Wheat,Punjab,8.61,3.87,19985.85,96375.72,33.32,665928.52,569552.8,63261.63,11.15,9,7359.66,85.53,0.11,SAFE
Rice,Bihar,5.48,2.55,21446.52,52260.23,13.97,299607.88,247347.65,282139.46,9.85,6,48383.38,82.56,1.14,SAFE
Wheat,Haryana,1.12,2.31,23169.88,198645.47,2.59,60009.99,-138635.48,264459.19,8.98,12,23124.89,-231.02,999.0,RISKY
Rice,Haryana,4.68,2.94,20614.9,232843.08,13.76,283661.02,50817.94,109010.5,9.3,12,9548.3,17.92,2.15,MODERATE
Rice,Haryana,9.55,2.92,27803.96,183220.5,27.89,775452.44,592231.94,257137.43,7.13,12,22264.68,76.37,0.43,SAFE
Rice,Punjab,6.54,3.12,27793.61,151080.13,20.4,566989.64,415909.51,162980.31,11.12,9,18958.29,73.35,0.39,SAFE
Wheat,Haryana,7.59,3.56,25689.63,247709.9,27.02,694133.8,446423.9,68135.68,9.48,12,5973.74,64.31,0.15,SAFE
Wheat,Haryana,1.46,4.0,25834.65,247425.35,5.84,150874.36,-96550.99,100169.68,10.19,12,8815.36,-63.99,999.0,RISKY
Rice,Bihar,5.34,2.65,23321.94,56788.79,14.15,330005.45,273216.66,125662.13,11.6,6,21657.96,82.79,0.46,SAFE
Wheat,Madhya Pradesh,2.6,1.64,19837.46,105895.39,4.26,84507.58,-21387.81,150454.03,7.95,9,17275.74,-25.31,999.0,RISKY
Wheat,Haryana,3.12,3.3,22059.59,184589.73,10.3,227213.78,42624.05,294885.89,9.66,6,50541.64,18.76,6.92,RISKY
Rice,Haryana,6.94,2.46,19661.85,117276.66,17.07,335627.78,218351.12,109615.61,10.08,12,9641.03,65.06,0.5,SAFE
Rice,Haryana,8.34,3.6,25750.22,131727.81,30.02,773021.6,641293.79,102067.03,8.8,12,8916.45,82.96,0.16,SAFE
Rice,Punjab,8.95,3.65,26634.54,149233.89,32.67,870150.42,720916.53,86231.32,10.91,9,10022.06,82.85,0.12,SAFE
Wheat,Uttar Pradesh,1.36,3.64,20711.46,56239.85,4.95,102521.73,46281.88,50651.08,9.6,9,5855.41,45.14,1.09,RISKY
Wheat,Punjab,7.8,2.38,24599.94,217103.85,18.56,456574.89,239471.04,291284.29,7.5,9,33384.73,52.45,1.22,SAFE
Wheat,Haryana,1.19,1.65,24965.8,127784.89,1.96,48932.97,-78851.92,289806.56,7.45,9,33208.54,-161.14,999.0,RISKY
Wheat,Haryana,9.62,2.49,28848.76,225578.89,23.95,690927.8,465348.91,111776.66,7.47,12,9695.91,67.35,0.24,SAFE
Wheat,Madhya Pradesh,2.65,3.04,23085.62,233241.86,8.06,186070.1,-47171.76,183570.45,7.88,12,15958.32,-25.35,999.0,RISKY
Wheat,Madhya Pradesh,6.83,1.61,25996.74,137810.02,11.0,285964.14,148154.12,127087.24,10.44,12,11199.01,51.81,0.86,SAFE
Rice,Madhya Pradesh,8.84,3.18,21323.66,118549.08,28.11,599408.08,480859.0,64753.26,8.31,9,7446.22,80.22,0.13,SAFE
Wheat,Punjab,3.62,3.17,20663.28,230699.12,11.48,237214.45,6515.33,73009.96,11.52,12,6470.46,2.75,11.21,RISKY
Wheat,Bihar,9.03,3.26,28049.28,125732.96,29.44,825770.8,700037.84,60710.09,11.24,9,7065.41,84.77,0.09,SAFE
Rice,Haryana,5.27,3.31,29027.9,206897.08,17.44,506246.58,299349.5,64211.14,11.58,6,11066.2,59.13,0.21,SAFE
Rice,Uttar Pradesh,6.85,1.98,29532.93,209729.47,13.56,400466.53,190737.06,169546.51,11.33,12,15010.91,47.63,0.89,SAFE
Wheat,Uttar Pradesh,8.47,3.38,25905.71,191141.02,28.63,741680.48,550539.46,294424.98,10.08,9,34103.19,74.23,0.53,SAFE
Wheat,Madhya Pradesh,3.5,3.26,21461.25,100154.48,11.41,244872.86,144718.38,275177.14,11.26,12,24354.0,59.1,1.9,SAFE
Wheat,Haryana,2.81,1.98,21739.77,203400.53,5.56,120873.12,-82527.41,290724.97,11.63,6,50110.98,-68.28,999.0,RISKY
Rice,Bihar,1.57,1.71,24282.22,219373.37,2.68,65076.35,-154297.02,154416.68,9.93,12,13570.65,-237.1,999.0,RISKY
Wheat,Madhya Pradesh,1.42,2.66,29199.11,61824.7,3.78,110372.64,48547.94,114894.55,9.46,9,13274.52,43.99,2.37,RISKY
Wheat,Bihar,6.2,3.82,24998.59,105667.27,23.68,591966.61,486299.34,54651.06,7.95,12,4752.75,82.15,0.11,SAFE
Wheat,Haryana,6.96,3.01,19236.42,55942.53,20.95,403003.0,347060.47,235920.4,11.66,12,20923.74,86.12,0.68,SAFE
Wheat,Haryana,8.31,1.66,22582.25,146738.14,13.79,311409.23,164671.09,219308.86,8.74,9,25263.63,52.88,1.33,SAFE
Rice,Madhya Pradesh,1.35,2.78,21932.72,59068.75,3.75,82247.7,23178.95,253722.17,9.32,12,22226.05,28.18,10.95,RISKY
Rice,Uttar Pradesh,3.93,2.49,28150.12,71248.86,9.79,275589.67,204340.81,176253.19,11.85,6,30399.14,74.15,0.86,SAFE
Wheat,Bihar,1.37,3.78,29862.43,231256.72,5.18,154687.39,-76569.33,236858.85,9.29,9,27346.84,-49.5,999.0,RISKY
Wheat,Punjab,2.34,3.13,19827.12,245750.2,7.32,145134.52,-100615.68,68863.43,7.21,12,5965.2,-69.33,999.0,RISKY
Rice,Punjab,5.78,2.32,25328.83,187457.07,13.41,339659.61,152202.54,42546.33,11.04,9,4947.48,44.81,0.28,SAFE
Wheat,Punjab,6.18,3.79,24050.97,226803.25,23.42,563273.72,336470.47,142275.86,10.21,6,24423.77,59.73,0.42,SAFE
Wheat,Punjab,5.87,3.1,21490.66,76090.55,18.2,391130.01,315039.46,90830.49,8.57,9,10456.07,80.55,0.29,SAFE
Rice,Punjab,1.64,2.6,24025.04,163028.94,4.26,102346.67,-60682.27,263887.6,11.11,6,45417.39,-59.29,999.0,RISKY
Wheat,Punjab,4.12,3.32,19337.65,159551.98,13.68,264539.05,104987.07,52046.91,10.63,9,6042.14,39.69,0.5,MODERATE
Rice,Uttar Pradesh,3.48,3.63,21018.95,221742.23,12.63,265469.34,43727.11,34393.92,10.41,9,3989.22,16.47,0.79,RISKY
Wheat,Punjab,2.2,3.49,18078.85,202063.5,7.68,138845.57,-63217.93,189117.9,9.74,6,32421.1,-45.53,999.0,RISKY
Rice,Haryana,8.33,2.45,20152.13,100396.01,20.41,411304.97,310908.96,261517.84,7.35,9,29954.67,75.59,0.84,SAFE
Wheat,Bihar,7.96,3.53,19994.38,187950.42,28.1,561842.08,373891.66,167452.59,9.19,9,19325.54,66.55,0.45,SAFE
Wheat,Uttar Pradesh,5.62,2.35,23049.35,248807.24,13.21,304481.91,55674.67,263468.85,10.38,9,30554.97,18.29,4.73,RISKY
Wheat,Punjab,3.89,1.91,22641.89,244145.23,7.43,168229.24,-75915.99,287610.17,10.66,12,25373.87,-45.13,999.0,RISKY
Rice,Madhya Pradesh,8.41,1.85,21865.72,149353.75,15.56,340230.6,190876.85,209240.04,8.66,12,18265.38,56.1,1.1,SAFE
Rice,Bihar,6.78,2.93,27414.13,121403.23,19.87,544718.76,423315.53,253525.89,10.57,6,43566.5,77.71,0.6,SAFE
Rice,Haryana,5.67,2.87,19394.23,68544.09,16.27,315544.12,247000.03,208381.5,9.6,12,18281.3,78.28,0.84,SAFE
Wheat,Uttar Pradesh,5.73,2.91,25479.33,235592.78,16.67,424740.43,189147.65,235047.61,10.26,6,40355.22,44.53,1.24,SAFE
Wheat,Bihar,1.6,3.35,28471.09,136391.26,5.36,152605.04,16213.78,202531.35,9.25,6,34671.74,10.62,12.49,RISKY
Wheat,Haryana,9.1,3.04,28598.96,164713.34,27.66,791047.23,626333.89,34456.85,9.89,12,3027.54,79.18,0.06,SAFE
Rice,Punjab,7.95,2.37,25587.53,63346.43,18.84,482069.07,418722.64,202468.37,7.32,6,34468.83,86.86,0.48,SAFE
Rice,Haryana,2.6,1.69,28502.15,158464.32,4.39,125124.44,-33339.88,133669.39,8.61,12,11665.42,-26.65,999.0,RISKY
Rice,Punjab,4.21,2.72,19184.7,107283.18,11.45,219664.82,112381.64,168580.33,7.59,12,14632.6,51.16,1.5,MODERATE
Wheat,Uttar Pradesh,5.62,1.8,21300.84,108414.99,10.12,215564.5,107149.51,34641.64,11.82,6,5974.28,49.71,0.32,MODERATE
Wheat,Uttar Pradesh,9.92,2.56,23858.13,195704.93,25.4,605996.5,410291.57,62305.92,11.22,9,7250.54,67.71,0.15,SAFE
Rice,Uttar Pradesh,8.01,1.63,26542.57,249465.81,13.06,346645.96,97180.15,182455.32,9.11,6,31222.31,28.03,1.88,MODERATE
Rice,Punjab,5.22,2.9,21623.5,72671.14,15.14,327379.79,254708.65,152756.23,8.35,12,13312.76,77.8,0.6,SAFE
Rice,Haryana,8.23,3.96,21412.4,96607.35,32.59,697830.12,601222.77,216930.41,10.96,12,19168.62,86.16,0.36,SAFE
Wheat,Uttar Pradesh,9.02,2.19,24786.69,50037.07,19.75,489537.13,439500.06,115718.52,10.58,6,19885.92,89.78,0.26,SAFE
Rice,Punjab,6.04,2.91,20679.62,92209.69,17.58,363547.72,271338.03,60000.96,10.21,9,6953.59,74.64,0.22,SAFE
Wheat,Madhya Pradesh,3.35,1.8,18276.09,174416.5,6.03,110204.82,-64211.68,139456.42,11.3,9,16233.84,-58.27,999.0,RISKY
Wheat,Uttar Pradesh,8.98,2.88,20688.81,132867.43,25.86,535012.63,402145.2,209762.63,11.35,9,24423.02,75.17,0.52,SAFE
Rice,Madhya Pradesh,1.44,1.8,19459.36,235861.06,2.59,50399.74,-185461.32,209440.9,9.29,12,18344.09,-367.98,999.0,RISKY
Wheat,Uttar Pradesh,8.05,3.75,20276.41,146163.38,30.19,612144.82,465981.44,284787.38,8.32,9,32750.11,76.12,0.61,SAFE
Wheat,Madhya Pradesh,8.42,2.68,27255.27,66898.15,22.57,615151.44,548253.29,248572.5,9.6,6,42596.46,89.12,0.45,SAFE
Rice,Uttar Pradesh,2.3,3.42,18316.25,193526.08,7.87,144148.89,-49377.19,217507.68,11.32,12,19256.17,-34.25,999.0,RISKY
Wheat,Uttar Pradesh,7.86,3.92,25050.0,66034.86,30.81,771790.5,705755.64,192624.57,10.49,12,16978.69,91.44,0.27,SAFE
Rice,Bihar,8.45,3.59,21785.17,98002.47,30.34,660962.06,562959.59,154941.12,7.63,12,13451.59,85.17,0.28,SAFE
Rice,Punjab,8.64,3.4,29786.9,72458.76,29.38,875139.12,802680.36,126723.98,8.76,9,14599.36,91.72,0.16,SAFE
Wheat,Punjab,6.84,2.92,22061.02,140207.76,19.97,440558.57,300350.81,234327.16,11.67,6,40394.57,68.18,0.78,SAFE
Rice,Uttar Pradesh,5.34,3.47,24842.09,153135.58,18.53,460323.93,307188.35,106584.95,10.1,6,18291.12,66.73,0.35,SAFE
Rice,Punjab,6.9,3.73,19900.76,131465.28,25.74,512245.56,380780.28,216513.96,11.02,12,19137.88,74.34,0.57,SAFE
Rice,Haryana,2.54,3.71,25634.86,56167.59,9.42,241480.38,185312.79,159043.41,7.22,6,27068.22,76.74,0.86,SAFE
Rice,Punjab,5.27,3.87,20037.67,143859.16,20.39,408568.09,264708.93,85792.3,10.49,6,14739.37,64.79,0.32,SAFE
Rice,Madhya Pradesh,3.31,1.9,26209.43,79100.29,6.29,164857.31,85757.02,173080.14,9.46,12,15173.06,52.02,2.02,MODERATE
Wheat,Punjab,9.53,1.75,19199.5,111067.61,16.68,320247.66,209180.05,192935.69,8.58,6,32965.43,65.32,0.92,SAFE
Wheat,Haryana,1.78,3.1,25841.15,51577.56,5.52,142643.15,91065.59,138118.25,8.3,12,12033.86,63.84,1.52,MODERATE
Wheat,Punjab,6.16,2.81,19733.83,96629.39,17.31,341592.6,244963.21,165259.78,10.76,12,14587.44,71.71,0.67,SAFE
Rice,Punjab,4.36,3.24,24909.74,220197.89,14.13,351974.63,131776.74,45078.76,11.87,12,4002.45,37.44,0.34,SAFE
Rice,Punjab,6.52,3.14,21129.43,88132.59,20.47,432519.43,344386.84,136301.3,8.14,6,23259.26,79.62,0.4,SAFE
Wheat,Punjab,8.24,3.35,29461.45,124641.18,27.6,813136.02,688494.84,267236.98,9.93,12,23485.68,84.67,0.39,SAFE
Wheat,Bihar,1.12,2.57,27675.02,195493.47,2.88,79704.06,-115789.41,129647.9,10.87,9,15065.61,-145.27,999.0,RISKY
Rice,Punjab,5.89,2.56,23405.18,105459.85,15.08,352950.11,247490.26,98320.74,11.06,6,16919.44,70.12,0.4,SAFE
Wheat,Madhya Pradesh,4.11,4.0,26093.36,214318.26,16.44,428974.84,214656.58,268931.77,8.53,12,23459.91,50.04,1.25,SAFE
Rice,Uttar Pradesh,9.98,3.68,26946.77,144659.93,36.73,989754.86,845094.93,226848.7,10.71,9,26343.53,85.38,0.27,SAFE
Wheat,Bihar,5.4,3.49,18679.5,132332.5,18.85,352108.58,219776.08,247017.43,11.0,9,28719.64,62.42,1.12,SAFE
Rice,Punjab,8.96,2.65,23319.59,190109.59,23.74,553607.07,363497.48,33338.42,8.59,12,2909.16,65.66,0.09,SAFE
Rice,Punjab,6.23,2.16,29520.44,237768.5,13.46,397345.12,159576.62,78790.25,7.91,12,6850.56,40.16,0.49,SAFE
Wheat,Bihar,4.63,3.98,27593.02,90368.57,18.43,508539.36,418170.79,75460.6,8.39,9,8680.34,82.23,0.18,SAFE
Rice,Uttar Pradesh,8.11,1.83,25899.8,147786.33,14.84,384353.03,236566.7,65948.47,10.45,6,11328.84,61.55,0.28,SAFE
Rice,Uttar Pradesh,5.72,3.96,29402.69,198764.3,22.65,665970.93,467206.63,155647.79,7.9,12,13532.36,70.15,0.33,SAFE
Rice,Punjab,4.11,2.13,23990.21,140952.8,8.75,209914.34,68961.54,179938.76,8.84,9,20736.82,32.85,2.61,MODERATE
Rice,Punjab,4.64,3.05,29905.6,210086.77,14.15,423164.24,213077.47,218274.04,7.23,6,37149.99,50.35,1.02,SAFE
Rice,Madhya Pradesh,6.29,1.67,23155.26,51913.42,10.5,243130.23,191216.81,74068.72,9.36,9,8554.15,78.65,0.39,SAFE
Wheat,Bihar,9.03,3.08,29969.55,179800.95,27.81,833453.19,653652.24,108645.37,11.72,9,12668.85,78.43,0.17,SAFE
Wheat,Bihar,6.51,3.51,28576.59,140535.26,22.85,652975.08,512439.82,278300.71,7.44,12,24136.94,78.48,0.54,SAFE
Wheat,Haryana,2.89,1.53,19452.4,114225.94,4.42,85979.61,-28246.33,72609.79,11.42,12,6431.61,-32.85,999.0,RISKY
Rice,Bihar,5.55,3.86,25683.86,137893.52,21.42,550148.28,412254.76,176798.37,11.82,12,15693.44,74.94,0.43,SAFE
Rice,Bihar,8.66,3.69,24836.86,165928.87,31.96,793786.05,627857.18,250029.91,11.12,6,43033.59,79.1,0.4,SAFE
Rice,Haryana,4.68,3.58,26117.19,78223.36,16.75,437462.93,359239.57,298328.13,10.25,6,51218.35,82.12,0.83,SAFE
Rice,Haryana,6.77,3.95,22053.93,144180.3,26.74,589722.09,445541.79,164514.91,11.96,9,19202.4,75.55,0.37,SAFE
Wheat,Haryana,7.53,3.14,26742.35,159518.84,23.64,632189.15,472670.31,137429.62,7.96,9,15780.88,74.77,0.29,SAFE
Wheat,Madhya Pradesh,5.99,1.95,24712.31,96366.48,11.68,288639.78,192273.3,65697.25,9.27,6,11247.49,66.61,0.34,SAFE
Rice,Bihar,7.75,1.92,18496.29,63039.85,14.88,275224.8,212184.95,41133.41,11.41,9,4790.4,77.1,0.19,SAFE
Rice,Haryana,9.77,3.4,24083.65,54925.87,33.22,800058.85,745132.98,76124.32,8.98,6,13021.75,93.13,0.1,SAFE
Rice,Haryana,1.47,3.1,22792.62,109429.45,4.56,103934.35,-5495.1,287742.52,10.95,9,33447.75,-5.29,999.0,RISKY
Wheat,Uttar Pradesh,5.76,2.07,19720.85,233657.15,11.92,235072.53,1415.38,154484.22,8.31,9,17764.72,0.6,109.15,RISKY
Rice,Haryana,1.19,1.77,20176.33,163432.71,2.11,42572.06,-120860.65,218582.02,8.18,6,37304.42,-283.9,999.0,RISKY
Rice,Haryana,8.34,3.27,18182.15,53882.3,27.27,495827.23,441944.93,39816.54,8.44,6,6800.4,89.13,0.09,SAFE
Wheat,Madhya Pradesh,2.2,1.98,19661.44,191586.59,4.36,85723.88,-105862.71,198151.79,11.04,12,17516.68,-123.49,999.0,RISKY
Rice,Punjab,9.22,2.27,19161.99,63594.89,20.93,401060.45,337465.56,252008.43,10.62,6,43311.95,84.14,0.75,SAFE
Wheat,Punjab,1.56,1.99,26720.87,170918.23,3.1,82834.7,-88083.53,255018.37,10.63,12,22494.96,-106.34,999.0,RISKY
Wheat,Madhya Pradesh,6.46,3.32,27759.25,183027.13,21.45,595435.91,412408.78,218821.83,7.86,12,19020.81,69.26,0.53,SAFE
Rice,Haryana,5.68,2.51,23816.03,183732.17,14.26,339616.59,155884.42,145838.18,9.69,6,24997.93,45.9,0.94,SAFE
Rice,Punjab,7.15,3.44,22688.63,149632.46,24.6,558140.3,408507.84,164749.84,11.41,12,14592.39,73.19,0.4,SAFE
Wheat,Bihar,1.82,2.65,29279.26,190176.17,4.82,141126.03,-49050.14,150620.67,9.76,12,13225.14,-34.76,999.0,RISKY
Rice,Uttar Pradesh,1.95,2.36,26632.35,234978.89,4.6,122508.81,-112470.08,264776.8,8.01,6,45166.16,-91.81,999.0,RISKY
Wheat,Punjab,3.51,2.15,26399.61,197474.97,7.55,199317.06,1842.09,246558.43,9.43,6,42230.67,0.92,133.85,RISKY
